css-901oao,css-4rbku5 href,UserId,Tweet_Url,Date,Tweets,Comments,Retweets,Likes,Likes
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1166291123360284673,"Aug 27, 2019","“Move your joints every day. You have to find your own tricks. Bury your mind deep in your heart, and watch the body move by itself”",2,20,,
and,https://twitter.com/earthalliance,@earthalliance,https://twitter.com/earthalliance/status/1165654201902325760,"Aug 25, 2019",has formed an emergency Amazon Forest Fund with $5m to focus critical resources for indigenous communities and other local partners working to protect the  biodiversity of the Amazon against the surge of fires. Learn more & donate:,561,4.9K,11K,
,https://twitter.com/garyvee,@garyvee,https://twitter.com/garyvee/status/1165636941204860928,"Aug 25, 2019","Kindness and compassion are THE strengths, don’t let anyone confuse you",82,1.4K,3.8K,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1165559620225495041,"Aug 25, 2019","We can't live in the light all of the time. But you can take the light within you, into the dark with you",9,7,227,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1166300455468589056,"Aug 27, 2019","“Move your joints every day. You have to find your own tricks. Bury your mind deep in your heart, and watch the body move by itself.”",6,3,164,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1165558386525704192,"Aug 25, 2019","We can't live in the light all of the time. But you can take the light within you, into the dark with you",1,27,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1164807991813533702,"Aug 23, 2019",,1,16,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1164077462679986176,"Aug 21, 2019",I like to pose. I like to be in front of anybody’s camera,19,22,447,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1164075540346572800,"Aug 21, 2019",I like to pose. I like to be in front of anybody’s camera,1,1,30,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1162661043350360064,"Aug 17, 2019","Growth is ugly, it's hideous, it's all the things we don't like but my god, once you walk through the fire of confusion you will feel burning passion within your flame",15,18,335,
…,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1162659364106170370,"Aug 17, 2019","Growth is ugly, it's hideous, it's all the things we don't like but my god, once you walk through the fire of confusion you will feel burning passion within your flame",2,26,,
…,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1162290342022045696,"Aug 16, 2019",Always be kinder than necessary,3,2,30,".
.
."
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1162256983610683395,"Aug 16, 2019",Thank youuu,2,13,,that looks amazing
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1161925753455308800,"Aug 15, 2019",,12,9,219,Now be the voice and stand up for those that are not
"For anyone who understands the effects of unnatural breeding and suffering of animals, give this challenge a go! 
I am going to continue doing the",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1161198108488814592,"Aug 13, 2019",So I successfully completed one week of my,18,17,224,
and I loved it soo sooo much. Infact I discovered so many new smoothies and recipes of such delicious healthy food,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1161190976205021185,"Aug 13, 2019",So I successfully completed one week of my,2,29,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1160837059583496192,"Aug 12, 2019","Remeber who you were, before the stuff that dimmed your shine",7,7,149,
"For anyone who understands the effects of unnatural breeding and suffering of animals, give this challenge a go! 
I am going to continue doing the",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1161198108488814592,"Aug 13, 2019",So I successfully completed one week of my,18,17,224,
".
.
.
Shot by",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1160478581413203968,"Aug 11, 2019","I have to be alone very often. I'd be quite happy if I spent from Saturday night until Monday morning alone in my apartment. 
That's how I refuel",33,40,661,
".
.
.
Shot by",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1160475672143286272,"Aug 11, 2019","I have to be alone very often. I'd be quite happy if I spent from Saturday night until Monday morning alone in my apartment. 
That's how I refuel",1,2,28,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1160068212412698624,"Aug 10, 2019",LOVE MY NEW KITTY TEE,4,6,94,Sign up to be a foster parent and you can save a life just by cuddling with kittens all day. Find a participating shelter near you by visiting
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1159579273113591812,"Aug 9, 2019",The smallest feline is a masterpiece,1,1,43,"my beautiful little babies, I love you to the moooooooon and back and back and back again"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1158356091618516993,"Aug 5, 2019","Silence speaks in vibes, not sentences",7,14,226,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1158328745461075969,"Aug 5, 2019",All the best for this one,4,15,109,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1158327978964611073,"Aug 5, 2019",Period!,1,46,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1158328745461075969,"Aug 5, 2019",All the best for this one,4,15,109,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1157235583141367808,"Aug 2, 2019","You've got a lot of choices. If getting out of bed in the morning is a chore and you're not smiling on a regular basis, try another choice",22,15,436,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1156816315828637696,"Aug 1, 2019","Take on the “Unleash Challenge” for a better planet for us and for the animals we love. 

Rules for Founding Warriors: 

*Step 1:* Challenge yourself to live cruelty-free for just 7 days! No meat, dairy or eggs for…",3,2,40,
".
.
.",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1156524405717176320,"Jul 31, 2019",You’re being prepared for some request you put out in the Universe,1,1,25,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1156045151619493890,"Jul 30, 2019",Happy International Tiger Day,7,5,208,probably my most favourite day everrrrr
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1158328745461075969,"Aug 5, 2019",All the best for this one,4,15,109,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1156041002437636096,"Jul 30, 2019",Happy International Tiger Day,3,32,,probably my most favourite day everrrrr
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1155409883489034243,"Jul 28, 2019",Her heart was a secret garden and the walls were very high,2,3,37,".
.
.
Shot by"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1155100586477416448,"Jul 27, 2019",Hell yeah,2,2,24,"Be stubborn and persist, trust yourself. You gotta go after, what you love, with EVERYTHING YOU GOT"
".
.
.",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1154650448525180928,"Jul 26, 2019","Passion can transform the mind, body and spirit...
Passion can align you with the wisdom of nature and the power of what is in your heart",2,3,42,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1156045151619493890,"Jul 30, 2019",Happy International Tiger Day,7,5,208,probably my most favourite day everrrrr
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1154649480442056705,"Jul 26, 2019","Passion can transform the mind, body and spirit...
Passion can align you with the wisdom of nature and the power of what is in your heart",10,15,301,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1153942935727169536,"Jul 24, 2019","I’ve already acknowledged the fact that I can't control how much time I have. I realize that no amount of time would be 'enough' I know that, one day, my opportunities will be over. . Give it all you got this…",2,4,29,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1153940450266533891,"Jul 24, 2019",,13,11,347,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1152912581943681025,"Jul 21, 2019",,4,2,54,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1152887738800230401,"Jul 21, 2019",TAG a friend that motivates you to workout nyelakapadia,1,30,,I refuse to grow old without ever seeing the strength and beauty my body is capable of
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1152537953756782593,"Jul 20, 2019","At the end of every struggle comes a precious reward that’s worth all your bloody, sweat, tears and fears",2,2,37,"You make us believe in magic and that good things, yet even greater things take time"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1152531793632849920,"Jul 20, 2019",Say hello to the newest tiniest and prettiest member of my family,11,8,265,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1151787753580818432,"Jul 18, 2019","Your goal in life is to find out the people who need you the most, to find out the business that needs you the most, to find the project and the art that needs you the most. There is something out there just for you",9,13,242,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1151739142327287808,"Jul 18, 2019",,2,5,40,
".
.
.",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1151431535146545152,"Jul 17, 2019","The only thing that matters is what you think of YOU! 
That is how you live your life",2,1,31,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1150989712145838082,"Jul 16, 2019",We are sending YOU so much love for the weeeeeeeek,6,5,145,"And we hope you know YOU are loved and YOU matter to so many people, including us"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1150989090172690434,"Jul 16, 2019",We are sending YOU so much love for the weeeeeeeek,2,28,,"And we hope you know YOU are loved and YOU matter to so many people, including us"
,https://twitter.com/Ericthomasbtc,@Ericthomasbtc,https://twitter.com/Ericthomasbtc/status/1150721678898585600,"Jul 15, 2019","Every day you wake up there are 86,400 opportunities in a day. Take advantage of them.",12,962,2.4K,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1150672677029310466,"Jul 15, 2019","I love taking pictures and portraits are my all time favourites! 
This picture was captured with the",4,2,34,and I really love how it has captured the details!  You can get one from amazondotin prime day sale!…
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1150662685828079616,"Jul 15, 2019","I love clicking pictures and portraits are my all time favourites! 
This picture was captured with the",3,5,166,"and I really love how it has captured the details! 

You can get one from"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1150306166401990666,"Jul 14, 2019",Can youuuu??!!!,3,1,34,".
.
."
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1149938745484951552,"Jul 13, 2019",Wake up and Make up,2,1,42,"When all else fails, 
turn it into a smokey eye"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1149679718871912455,"Jul 12, 2019",,1,2,43,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1149248695923175424,"Jul 11, 2019",Workit,3,2,66,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1149219400169480192,"Jul 11, 2019","Maybe you’re disappointed because it seems like you aren’t getting the results you want as fast as you’d like. Or you’re tired of fighting with your body day in and day out.
Just know eryone feels this way from…",2,1,35,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1149217581758218240,"Jul 11, 2019","Just know everyone feels uncertain about their health and body from time to time. It’s natural to have doubts and fears!! 
Are you going to recognize the feeling for what it is – a temporary blip – and push through it, or are you going to give in and give up?",8,13,220,
. Also this phone  goes on sale today,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1148821995494264837,"Jul 10, 2019",Got this pretty phone from,8,5,183,", it's the latest"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1148555594132889600,"Jul 9, 2019","Can we have a moment of silence for all those good hair days, when no one saw us",12,16,297,".
.
."
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1148469209086566400,"Jul 9, 2019","Can we have a moment of silence for all those good hair days, when no one saw you",2,3,45,".
.
."
"@ Mumbai, Maharashtra",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1147459443627450369,"Jul 6, 2019",Hahahahahahaha OUCH,3,1,35,Tag that friend
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1146334190125899776,"Jul 3, 2019","This is a wonderful day, I have never seen this one before",1,2,36,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1146331371616403456,"Jul 3, 2019",Have the best day,16,25,395,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1145979781986394112,"Jul 2, 2019","After a killing 45 hours of being delayed/ rerouted and finding myself lost in transit from Los Angeles/ Honkong/ Mumbai/ Chennai/ and now finally Kolkata, I can still happily and cheerfully say I am healthy, I am Alive and I am Blessed",10,6,198,Now let’s go and kill this day
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1145610695448440833,"Jul 1, 2019",MOOD,2,3,41,".
.
."
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1145609948258160640,"Jul 1, 2019",Mood,5,5,83,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1145230961396858880,"Jun 30, 2019","Even though I don’t eat meat anymore. I found this post very useful, so many of us are so confused as to what foods are actually good for our health. 
So here’s a fabulous list for you",2,2,41,I follow
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1144872956373299200,"Jun 29, 2019","Life doesn't always get better.
But you do. You get stronger.
You get wiser. You get softer.
With tattered wings you rise.
And the world watches in wonder
at the breathless beauty of
a human who survived life",11,9,185,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1144867729125662721,"Jun 29, 2019","Life doesn't always get better.
But you do. You get stronger.
You get wiser. You get softer.
With tattered wings you rise.
And the world watches in wonder
at the breathless beauty of
a human who survived life…",2,4,43,
